Particle ID =     1
                 t                 x                 y                 z                ux                uy                uz               urx               ury               urz                Fx                Fy                Fz               RFx               RFy               RFz               Fxa               Fya               Fza
  0.189758225E+00   0.500059736E-01   0.500059736E-01   0.120672523E+00   0.756489697E-04   0.756489697E-04  -0.433441864E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.633354101E-06   0.633354101E-06   0.264895269E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.718312687E-06   0.718312687E-06   0.265698225E-02 
  0.192357653E+00   0.500061715E-01   0.500061715E-01   0.120559807E+00   0.765624192E-04   0.765624192E-04  -0.433833009E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.609768946E-06   0.609768946E-06   0.264920458E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.695500127E-06   0.695500127E-06   0.265725188E-02 
  0.194957080E+00   0.500063717E-01   0.500063717E-01   0.120446990E+00   0.774414229E-04   0.774414229E-04  -0.434220742E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.582780924E-06   0.582780924E-06   0.264944690E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.669273086E-06   0.669273086E-06   0.265751168E-02 
  0.197556508E+00   0.500065742E-01   0.500065742E-01   0.120334072E+00   0.782824546E-04   0.782824546E-04  -0.434605191E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.553053268E-06   0.553053268E-06   0.264967967E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.640361265E-06   0.640361265E-06   0.265776172E-02 
  0.200155936E+00   0.500067788E-01   0.500067788E-01   0.120221055E+00   0.790836999E-04   0.790836999E-04  -0.434986414E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.521800140E-06   0.521800140E-06   0.264990782E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.610067866E-06   0.610067866E-06   0.265800734E-02 
  0.202755363E+00   0.500069854E-01   0.500069854E-01   0.120107939E+00   0.798412641E-04   0.798412641E-04  -0.435364486E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.487482539E-06   0.487482539E-06   0.265013008E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.576809104E-06   0.576809104E-06   0.265824728E-02 
  0.205354791E+00   0.500071939E-01   0.500071939E-01   0.119994725E+00   0.805465911E-04   0.805465911E-04  -0.435739454E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.446674251E-06   0.446674251E-06   0.265034826E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.537035748E-06   0.537035748E-06   0.265848354E-02 
  0.207954219E+00   0.500074041E-01   0.500074041E-01   0.119881414E+00   0.811882923E-04   0.811882922E-04  -0.436111344E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.399587135E-06   0.399587035E-06   0.265057837E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.488591071E-06   0.488590967E-06   0.265871796E-02 
  0.210553647E+00   0.500076160E-01   0.500076160E-01   0.119768007E+00   0.817575630E-04   0.817575627E-04  -0.436480104E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.346885644E-06   0.346885568E-06   0.265081798E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.433442508E-06   0.433442428E-06   0.265895629E-02 
  0.213153074E+00   0.500078292E-01   0.500078292E-01   0.119654504E+00   0.822480784E-04   0.822480781E-04  -0.436845890E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.289500063E-06   0.289499985E-06   0.265104443E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.373478305E-06   0.373478224E-06   0.265918270E-02 
  0.215752502E+00   0.500080436E-01   0.500080436E-01   0.119540907E+00   0.826575435E-04   0.826575432E-04  -0.437208952E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.230381776E-06   0.230381756E-06   0.265125142E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.311766568E-06   0.311766547E-06   0.265939015E-02 
  0.218351930E+00   0.500082589E-01   0.500082589E-01   0.119427216E+00   0.829857622E-04   0.829857617E-04  -0.437569556E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.171084777E-06   0.171084715E-06   0.265143788E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.249905586E-06   0.249905521E-06   0.265957728E-02 
  0.220951358E+00   0.500084750E-01   0.500084750E-01   0.119313431E+00   0.832336049E-04   0.832336043E-04  -0.437927904E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.112387164E-06   0.112387122E-06   0.265160875E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.188707316E-06   0.188707272E-06   0.265974906E-02 
  0.223550785E+00   0.500086916E-01   0.500086916E-01   0.119199553E+00   0.834047935E-04   0.834047929E-04  -0.438284227E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.563547083E-07   0.563546214E-07   0.265176197E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.130342968E-06   0.130342878E-06   0.265990322E-02 
  0.226150213E+00   0.500089086E-01   0.500089086E-01   0.119085583E+00   0.835068045E-04   0.835068039E-04  -0.438638725E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.571935726E-08   0.571937968E-08   0.265189997E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.776711689E-07   0.776711919E-07   0.266004217E-02 
  0.228749641E+00   0.500091258E-01   0.500091258E-01   0.118971521E+00   0.835484683E-04   0.835484676E-04  -0.438991527E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.385330322E-07  -0.385330563E-07   0.265202802E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00   0.317227558E-07   0.317227307E-07   0.266017133E-02 
  0.231349069E+00   0.500093430E-01   0.500093430E-01   0.118857368E+00   0.835355728E-04   0.835355721E-04  -0.439342649E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.786151572E-07  -0.786151753E-07   0.265215434E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.981862306E-08  -0.981864208E-08   0.266029923E-02 
  0.233948496E+00   0.500095601E-01   0.500095601E-01   0.118743123E+00   0.834694513E-04   0.834694505E-04  -0.439692116E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.117766972E-06  -0.117767033E-06   0.265227836E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.503448946E-07  -0.503449591E-07   0.266042520E-02 
  0.236547924E+00   0.500097769E-01   0.500097769E-01   0.118628788E+00   0.833492576E-04   0.833492568E-04  -0.440039969E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.157572297E-06  -0.157572316E-06   0.265239918E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.915154269E-07  -0.915154474E-07   0.266054817E-02 
  0.239147352E+00   0.500099934E-01   0.500099934E-01   0.118514363E+00   0.831746169E-04   0.831746160E-04  -0.440386315E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.197679992E-06  -0.197680074E-06   0.265251188E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.132971337E-06  -0.132971423E-06   0.266066291E-02 
  0.241746780E+00   0.500102093E-01   0.500102093E-01   0.118399847E+00   0.829473783E-04   0.829473775E-04  -0.440731196E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.236462904E-06  -0.236462894E-06   0.265262124E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.173019386E-06  -0.173019376E-06   0.266077439E-02 
  0.244346207E+00   0.500104246E-01   0.500104246E-01   0.118285243E+00   0.826717891E-04   0.826717882E-04  -0.441074517E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.272170546E-06  -0.272170584E-06   0.265273729E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.209833564E-06  -0.209833604E-06   0.266089318E-02 
  0.246945635E+00   0.500106391E-01   0.500106391E-01   0.118170549E+00   0.823528534E-04   0.823528525E-04  -0.441416057E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.304243457E-06  -0.304243463E-06   0.265286919E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.242837498E-06  -0.242837504E-06   0.266102884E-02 
  0.249545063E+00   0.500108528E-01   0.500108528E-01   0.118055767E+00   0.819953000E-04   0.819952991E-04  -0.441755636E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.332875976E-06  -0.332875991E-06   0.265301378E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.272241044E-06  -0.272241060E-06   0.266117808E-02 
  0.252144490E+00   0.500110655E-01   0.500110655E-01   0.117940896E+00   0.816051135E-04   0.816051127E-04  -0.442093052E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.357153347E-06  -0.357153297E-06   0.265317292E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.297087843E-06  -0.297087790E-06   0.266134280E-02 
  0.254743918E+00   0.500112771E-01   0.500112771E-01   0.117825939E+00   0.811901645E-04   0.811901636E-04  -0.442428088E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.375702667E-06  -0.375702701E-06   0.265334757E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.315942063E-06  -0.315942099E-06   0.266152400E-02 
  0.257343346E+00   0.500114876E-01   0.500114876E-01   0.117710894E+00   0.807565120E-04   0.807565111E-04  -0.442760546E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.389845699E-06  -0.389845670E-06   0.265353651E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.330182842E-06  -0.330182812E-06   0.266172038E-02 
  0.259942774E+00   0.500116970E-01   0.500116970E-01   0.117595764E+00   0.803062975E-04   0.803062966E-04  -0.443090342E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.402438680E-06  -0.402438705E-06   0.265373126E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.342793144E-06  -0.342793171E-06   0.266192294E-02 
  0.262542201E+00   0.500119051E-01   0.500119051E-01   0.117480548E+00   0.798404665E-04   0.798404655E-04  -0.443417464E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.414348832E-06  -0.414348841E-06   0.265392702E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.354683615E-06  -0.354683624E-06   0.266212661E-02 
  0.265141629E+00   0.500121121E-01   0.500121121E-01   0.117365248E+00   0.793602224E-04   0.793602214E-04  -0.443741983E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.425386221E-06  -0.425386247E-06   0.265411755E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.365657674E-06  -0.365657701E-06   0.266232481E-02 
  0.267741057E+00   0.500123178E-01   0.500123178E-01   0.117249863E+00   0.788661978E-04   0.788661969E-04  -0.444063956E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.435968464E-06  -0.435968410E-06   0.265430390E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.376150180E-06  -0.376150124E-06   0.266251862E-02 
  0.270340485E+00   0.500125222E-01   0.500125222E-01   0.117134395E+00   0.783593008E-04   0.783592998E-04  -0.444383446E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.445890677E-06  -0.445890697E-06   0.265448574E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.385951186E-06  -0.385951207E-06   0.266270771E-02 
  0.272939912E+00   0.500127252E-01   0.500127252E-01   0.117018845E+00   0.778411891E-04   0.778411882E-04  -0.444700490E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.454603470E-06  -0.454603442E-06   0.265466478E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.394490041E-06  -0.394490012E-06   0.266289387E-02 
  0.275539340E+00   0.500129269E-01   0.500129269E-01   0.116903212E+00   0.773131490E-04   0.773131481E-04  -0.445015161E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.462380755E-06  -0.462380767E-06   0.265483866E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.402049561E-06  -0.402049574E-06   0.266307465E-02 
  0.278138768E+00   0.500131272E-01   0.500131272E-01   0.116787498E+00   0.767760949E-04   0.767760940E-04  -0.445327526E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.469494160E-06  -0.469494120E-06   0.265500755E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.408912820E-06  -0.408912778E-06   0.266325022E-02 
  0.280738196E+00   0.500133261E-01   0.500133261E-01   0.116671703E+00   0.762307756E-04   0.762307747E-04  -0.445637697E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.476062132E-06  -0.476062156E-06   0.265516827E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.415205907E-06  -0.415205933E-06   0.266341723E-02 
  0.283337623E+00   0.500135236E-01   0.500135236E-01   0.116555827E+00   0.756763322E-04   0.756763313E-04  -0.445945794E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.483258099E-06  -0.483258076E-06   0.265532032E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.422153023E-06  -0.422153000E-06   0.266357514E-02 
  0.285937051E+00   0.500137196E-01   0.500137196E-01   0.116439872E+00   0.751093884E-04   0.751093875E-04  -0.446251991E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.492921458E-06  -0.492921483E-06   0.265545978E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.431670816E-06  -0.431670842E-06   0.266371979E-02 
  0.288536479E+00   0.500139141E-01   0.500139141E-01   0.116323837E+00   0.745256908E-04   0.745256900E-04  -0.446556444E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.505694577E-06  -0.505694567E-06   0.265558806E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.444427101E-06  -0.444427091E-06   0.266385266E-02 
  0.291135907E+00   0.500141071E-01   0.500141071E-01   0.116207724E+00   0.739221261E-04   0.739221252E-04  -0.446859306E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.520746195E-06  -0.520746233E-06   0.265570509E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.459553996E-06  -0.459554036E-06   0.266397370E-02 
  0.293735334E+00   0.500142985E-01   0.500142985E-01   0.116091532E+00   0.732966545E-04   0.732966536E-04  -0.447160704E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.537290019E-06  -0.537289984E-06   0.265581312E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.476233878E-06  -0.476233841E-06   0.266408524E-02 
  0.296334762E+00   0.500144882E-01   0.500144882E-01   0.115975261E+00   0.726480891E-04   0.726480881E-04  -0.447460773E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.554702483E-06  -0.554702512E-06   0.265591129E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.493817470E-06  -0.493817500E-06   0.266418643E-02 
  0.298934190E+00   0.500146762E-01   0.500146762E-01   0.115858913E+00   0.719767701E-04   0.719767692E-04  -0.447759596E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.571871176E-06  -0.571871166E-06   0.265600338E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.511142041E-06  -0.511142031E-06   0.266428122E-02 
  0.301533617E+00   0.500148624E-01   0.500148624E-01   0.115742487E+00   0.712845449E-04   0.712845439E-04  -0.448057261E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.587699060E-06  -0.587699087E-06   0.265608924E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.527060006E-06  -0.527060035E-06   0.266436948E-02 
  0.304133045E+00   0.500150469E-01   0.500150469E-01   0.115625985E+00   0.705735708E-04   0.705735698E-04  -0.448353835E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.601961742E-06  -0.601961735E-06   0.265617007E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.541335437E-06  -0.541335430E-06   0.266445247E-02 
  0.306732473E+00   0.500152294E-01   0.500152294E-01   0.115509405E+00   0.698449809E-04   0.698449799E-04  -0.448649397E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.615404605E-06  -0.615404650E-06   0.265624534E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.554748079E-06  -0.554748127E-06   0.266452961E-02 
  0.309331901E+00   0.500154100E-01   0.500154100E-01   0.115392748E+00   0.690987251E-04   0.690987242E-04  -0.448943958E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.628885818E-06  -0.628885797E-06   0.265631966E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.568198882E-06  -0.568198860E-06   0.266460574E-02 
  0.311931328E+00   0.500155887E-01   0.500155887E-01   0.115276015E+00   0.683342567E-04   0.683342557E-04  -0.449237528E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.642765007E-06  -0.642765050E-06   0.265639348E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.582066007E-06  -0.582066053E-06   0.266468131E-02 
  0.314530756E+00   0.500157653E-01   0.500157653E-01   0.115159206E+00   0.675503239E-04   0.675503229E-04  -0.449530083E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.657556351E-06  -0.657556349E-06   0.265646883E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.596886142E-06  -0.596886140E-06   0.266475848E-02 
  0.317130184E+00   0.500159399E-01   0.500159399E-01   0.115042321E+00   0.667451456E-04   0.667451446E-04  -0.449821614E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.673645782E-06  -0.673645802E-06   0.265654500E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.613062480E-06  -0.613062501E-06   0.266483649E-02 
  0.319729612E+00   0.500161124E-01   0.500161124E-01   0.114925360E+00   0.659175739E-04   0.659175729E-04  -0.450112116E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.690569692E-06  -0.690569656E-06   0.265662149E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.630112792E-06  -0.630112754E-06   0.266491482E-02 
  0.322329039E+00   0.500162826E-01   0.500162826E-01   0.114808324E+00   0.650666816E-04   0.650666806E-04  -0.450401661E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.708165349E-06  -0.708165362E-06   0.265669281E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.647869118E-06  -0.647869133E-06   0.266498770E-02 
  0.324928467E+00   0.500164507E-01   0.500164507E-01   0.114691213E+00   0.641910796E-04   0.641910786E-04  -0.450690325E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.726768965E-06  -0.726768927E-06   0.265675869E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.666683045E-06  -0.666683005E-06   0.266505483E-02 
  0.327527895E+00   0.500166164E-01   0.500166164E-01   0.114574027E+00   0.632898698E-04   0.632898688E-04  -0.450978204E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.746023156E-06  -0.746023175E-06   0.265681754E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.686180830E-06  -0.686180851E-06   0.266511456E-02 
  0.330127323E+00   0.500167797E-01   0.500167797E-01   0.114456766E+00   0.623626748E-04   0.623626738E-04  -0.451265386E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.765548593E-06  -0.765548572E-06   0.265687002E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.705965960E-06  -0.705965937E-06   0.266516756E-02 
  0.332726750E+00   0.500169406E-01   0.500169406E-01   0.114339430E+00   0.614087279E-04   0.614087269E-04  -0.451551981E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.785629887E-06  -0.785629902E-06   0.265691474E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.726334832E-06  -0.726334848E-06   0.266521236E-02 
  0.335326178E+00   0.500170990E-01   0.500170990E-01   0.114222020E+00   0.604266596E-04   0.604266586E-04  -0.451838059E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.806706784E-06  -0.806706752E-06   0.265695430E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.747746491E-06  -0.747746458E-06   0.266525170E-02 
  0.337925606E+00   0.500172548E-01   0.500172548E-01   0.114104536E+00   0.594144724E-04   0.594144715E-04  -0.452123711E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.829237644E-06  -0.829237659E-06   0.265698732E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.770678927E-06  -0.770678942E-06   0.266528411E-02 
  0.340525034E+00   0.500174079E-01   0.500174079E-01   0.113986977E+00   0.583697073E-04   0.583697064E-04  -0.452409039E-01   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.853560012E-06  -0.853559975E-06   0.265701300E-02   0.000000000E+00   0.000000000E+00   0.000000000E+00  -0.795483790E-06  -0.795483751E-06   0.266530876E-02 
